id_venta;producto;precio;cantidad;fecha_venta;categoria
1568;Cafetera;9910,0;10,0;2024-02-20;Electrodomésticos
1788;Cafetera;4567,0;4,0;2024-02-20;Electrodomésticos
2077;Cámara digital;2816,0;4,0;2024-02-20;Electrónica
2706;Laptop;5115,0;2,0;2024-02-20;Electrónica
2900;Consola de videojuegos;6326,0;2,0;2024-02-20;Electrónica
2992;Smartphone;11625,0;8,0;2024-02-20;Electrónica
288;Rincón de plantas;5916,0;11,0;2024-02-21;Decoración
408;Rincón de plantas;6323,0;7,0;2024-02-21;Decoración
720;Adorno de pared;9005,0;1,0;2024-02-21;Decoración
1031;Freidora eléctrica;11797,0;6,0;2024-02-21;Electrodomésticos
1186;Secadora;8016,0;9,0;2024-02-21;Electrodomésticos
1453;Microondas;6046,0;5,0;2024-02-21;Electrodomésticos
1660;Plancha de vapor;3594,0;12,0;2024-02-21;Electrodomésticos
1700;Plancha de vapor;7508,0;6,0;2024-02-21;Electrodomésticos
1820;Plancha de vapor;4550,0;12,0;2024-02-21;Electrodomésticos
2083;Smartphone;3260,0;8,0;2024-02-21;Electrónica
2742;Televisor;4901,0;3,0;2024-02-21;Electrónica
2903;Smartphone;5367,0;6,0;2024-02-21;Electrónica
707;Elementos de cerámica;6379,0;1,0;2024-02-22;Decoración
888;Rincón de plantas;3628,0;12,0;2024-02-22;Decoración
891;Lámpara de mesa;4478,0;4,0;2024-02-22;Decoración
928;Rincón de plantas;11180,0;5,0;2024-02-22;Decoración
1508;Cafetera;12468,0;1,0;2024-02-22;Electrodomésticos
1582;Cafetera;5382,0;7,0;2024-02-22;Electrodomésticos
2056;Laptop;9900,0;11,0;2024-02-22;Electrónica
2883;Smartphone;5999,0;12,0;2024-02-22;Electrónica
86;Cortinas;3675,0;12,0;2024-02-23;Decoración
92;Cuadro decorativo;3548,0;3,0;2024-02-23;Decoración
199;Lámpara de mesa;3124,0;1,0;2024-02-23;Decoración
269;Lámpara de mesa;6648,0;1,0;2024-02-23;Decoración
752;Cuadro decorativo;11051,0;11,0;2024-02-23;Decoración
1323;Microondas;5226,0;8,0;2024-02-23;Electrodomésticos
2419;Proyector;5252,0;3,0;2024-02-23;Electrónica
2503;Smartphone;3258,0;9,0;2024-02-23;Electrónica
2541;Parlantes Bluetooth;2671,0;12,0;2024-02-23;Electrónica
2587;Cámara digital;6140,0;7,0;2024-02-23;Electrónica
365;Alfombra;5882,0;9,0;2024-02-24;Decoración
577;Elementos de cerámica;6017,0;7,0;2024-02-24;Decoración
929;Lámpara de mesa;4858,0;11,0;2024-02-24;Decoración
930;Adorno de pared;7513,0;6,0;2024-02-24;Decoración
1182;Cafetera;11384,0;2,0;2024-02-24;Electrodomésticos
1558;Cafetera;6889,0;6,0;2024-02-24;Electrodomésticos
1817;Horno eléctrico;3150,0;4,0;2024-02-24;Electrodomésticos
2058;SmartWatch;3541,0;3,0;2024-02-24;Electrónica
2768;SmartWatch;2939,0;11,0;2024-02-24;Electrónica
2816;Laptop;2949,0;8,0;2024-02-24;Electrónica
2943;Smartphone;2864,0;2,0;2024-02-24;Electrónica
1703;Microondas;9181,0;9,0;2024-02-25;Electrodomésticos
1852;Cafetera;7600,0;7,0;2024-02-25;Electrodomésticos
2175;Auriculares;11703,0;6,0;2024-02-25;Electrónica
2232;Televisor;7017,0;7,0;2024-02-25;Electrónica
2269;Proyector;7459,0;4,0;2024-02-25;Electrónica
2398;SmartWatch;4721,0;1,0;2024-02-25;Electrónica
332;Cuadro decorativo;12420,0;10,0;2024-02-26;Decoración
581;Lámpara de mesa;10658,0;3,0;2024-02-26;Decoración
697;Elementos de cerámica;6737,0;2,0;2024-02-26;Decoración
1740;Plancha de vapor;4537,0;6,0;2024-02-26;Electrodomésticos
2319;Proyector;6589,0;4,0;2024-02-26;Electrónica
2551;Parlantes Bluetooth;6277,0;6,0;2024-02-26;Electrónica
2;Cuadro decorativo;10612,0;3,0;2024-02-27;Decoración
171;Lámpara de mesa;6247,0;6,0;2024-02-27;Decoración
239;Lámpara de mesa;4625,0;12,0;2024-02-27;Decoración
1095;Lavadora;6717,0;9,0;2024-02-27;Electrodomésticos
1138;Cafetera;9262,0;8,0;2024-02-27;Electrodomésticos
1835;Lavadora;4618,0;10,0;2024-02-27;Electrodomésticos
1988;Cafetera;4932,0;3,0;2024-02-27;Electrodomésticos
2594;Tablet;8271,0;7,0;2024-02-27;Electrónica
2810;Consola de videojuegos;3109,0;1,0;2024-02-27;Electrónica
2964;Tablet;9982,0;8,0;2024-02-27;Electrónica
95;Alfombra;8785,0;2,0;2024-02-28;Decoración
150;Adorno de pared;2792,0;5,0;2024-02-28;Decoración
702;Cuadro decorativo;11256,0;9,0;2024-02-28;Decoración
1136;Secadora;4184,0;8,0;2024-02-28;Electrodomésticos
1272;Cafetera;10092,0;1,0;2024-02-28;Electrodomésticos
1410;Plancha de vapor;12277,0;10,0;2024-02-28;Electrodomésticos
1669;Batidora;6974,0;8,0;2024-02-28;Electrodomésticos
1793;Microondas;10834,0;12,0;2024-02-28;Electrodomésticos
1839;Batidora;6350,0;3,0;2024-02-28;Electrodomésticos
2110;Consola de videojuegos;8169,0;4,0;2024-02-28;Electrónica
2695;Auriculares;10459,0;9,0;2024-02-28;Electrónica
2697;Cámara digital;11771,0;2,0;2024-02-28;Electrónica
79;Lámpara de mesa;11969,0;10,0;2024-02-29;Decoración
734;Jarrón decorativo;10899,0;6,0;2024-02-29;Decoración
822;Cuadro decorativo;3433,0;11,0;2024-02-29;Decoración
1569;Batidora;12202,0;12,0;2024-02-29;Electrodomésticos
1570;Plancha de vapor;11448,0;4,0;2024-02-29;Electrodomésticos
1984;Aspiradora;8895,0;11,0;2024-02-29;Electrodomésticos
2104;Tablet;7887,0;5,0;2024-02-29;Electrónica
2223;Smartphone;11689,0;6,0;2024-02-29;Electrónica
661;Lámpara de mesa;8558,0;11,0;2024-03-01;Decoración
1189;Batidora;8218,0;6,0;2024-03-01;Electrodomésticos
1263;Microondas;5411,0;7,0;2024-03-01;Electrodomésticos
2699;Proyector;6666,0;6,0;2024-03-01;Electrónica
337;Elementos de cerámica;9288,0;10,0;2024-03-02;Decoración
396;Cortinas;3963,0;2,0;2024-03-02;Decoración
454;Jarrón decorativo;8034,0;7,0;2024-03-02;Decoración
868;Rincón de plantas;8549,0;2,0;2024-03-02;Decoración
1089;Batidora;6172,0;8,0;2024-03-02;Electrodomésticos
2322;Televisor;8131,0;9,0;2024-03-02;Electrónica
2572;Televisor;12348,0;7,0;2024-03-02;Electrónica
2777;Cámara digital;3152,0;8,0;2024-03-02;Electrónica
8;Rincón de plantas;7024,0;7,0;2024-03-03;Decoración
356;Cortinas;12297,0;5,0;2024-03-03;Decoración
403;Espejo decorativo;6437,0;1,0;2024-03-03;Decoración
760;Adorno de pared;7765,0;1,0;2024-03-03;Decoración
985;Alfombra;11835,0;3,0;2024-03-03;Decoración
2975;Auriculares;5520,0;10,0;2024-03-03;Electrónica
186;Cortinas;10874,0;3,0;2024-03-04;Decoración
954;Jarrón decorativo;11206,0;1,0;2024-03-04;Decoración
1622;Cafetera;3844,0;7,0;2024-03-04;Electrodomésticos
1646;Secadora;3389,0;7,0;2024-03-04;Electrodomésticos
1761;Freidora eléctrica;10997,0;7,0;2024-03-04;Electrodomésticos
1812;Cafetera;10632,0;1,0;2024-03-04;Electrodomésticos
2489;Proyector;7706,0;1,0;2024-03-04;Electrónica
140;Adorno de pared;4491,0;1,0;2024-03-05;Decoración
324;Jarrón decorativo;5723,0;5,0;2024-03-05;Decoración
774;Jarrón decorativo;11558,0;12,0;2024-03-05;Decoración
1085;Lavadora;10853,0;10,0;2024-03-05;Electrodomésticos
1736;Secadora;5904,0;11,0;2024-03-05;Electrodomésticos
1741;Freidora eléctrica;6775,0;2,0;2024-03-05;Electrodomésticos
1743;Microondas;8163,0;6,0;2024-03-05;Electrodomésticos
2063;Smartphone;12401,0;12,0;2024-03-05;Electrónica
2102;Televisor;3314,0;1,0;2024-03-05;Electrónica
781;Lámpara de mesa;11577,0;11,0;2024-03-06;Decoración
1686;Secadora;5933,0;8,0;2024-03-06;Electrodomésticos
2099;Proyector;4099,0;2,0;2024-03-06;Electrónica
2388;SmartWatch;10057,0;9,0;2024-03-06;Electrónica
2498;SmartWatch;10096,0;10,0;2024-03-06;Electrónica
2942;Televisor;11968,0;2,0;2024-03-06;Electrónica
612;Cuadro decorativo;4504,0;10,0;2024-03-07;Decoración
635;Alfombra;4466,0;7,0;2024-03-07;Decoración
879;Lámpara de mesa;3426,0;11,0;2024-03-07;Decoración
1027;Horno eléctrico;7009,0;1,0;2024-03-07;Electrodomésticos
1052;Cafetera;3931,0;11,0;2024-03-07;Electrodomésticos
1982;Cafetera;11743,0;8,0;2024-03-07;Electrodomésticos
2270;Consola de videojuegos;11747,0;8,0;2024-03-07;Electrónica
2550;Consola de videojuegos;11887,0;6,0;2024-03-07;Electrónica
23;Espejo decorativo;7036,0;5,0;2024-03-08;Decoración
336;Cortinas;8455,0;5,0;2024-03-08;Decoración
348;Rincón de plantas;4649,0;1,0;2024-03-08;Decoración
435;Alfombra;9714,0;1,0;2024-03-08;Decoración
1229;Batidora;2986,0;4,0;2024-03-08;Electrodomésticos
1434;Aspiradora;6042,0;11,0;2024-03-08;Electrodomésticos
1557;Horno eléctrico;5329,0;12,0;2024-03-08;Electrodomésticos
1879;Batidora;6559,0;9,0;2024-03-08;Electrodomésticos
2233;Smartphone;3711,0;3,0;2024-03-08;Electrónica
156;Cortinas;3967,0;2,0;2024-03-09;Decoración
470;Adorno de pared;3468,0;5,0;2024-03-09;Decoración
685;Alfombra;10281,0;9,0;2024-03-09;Decoración
805;Alfombra;4899,0;8,0;2024-03-09;Decoración
1369;Batidora;4880,0;11,0;2024-03-09;Electrodomésticos
1513;Microondas;6957,0;1,0;2024-03-09;Electrodomésticos
1844;Aspiradora;8629,0;12,0;2024-03-09;Electrodomésticos
2002;Televisor;6899,0;10,0;2024-03-09;Electrónica
2664;Tablet;5419,0;3,0;2024-03-09;Electrónica
2684;Auriculares;7929,0;6,0;2024-03-09;Electrónica
2694;Auriculares;5171,0;3,0;2024-03-09;Electrónica
2826;Laptop;3913,0;8,0;2024-03-09;Electrónica
2983;Smartphone;11860,0;11,0;2024-03-09;Electrónica
74;Jarrón decorativo;5108,0;11,0;2024-03-10;Decoración
161;Lámpara de mesa;9641,0;11,0;2024-03-10;Decoración
967;Elementos de cerámica;2905,0;10,0;2024-03-10;Decoración
978;Rincón de plantas;3205,0;4,0;2024-03-10;Decoración
1169;Batidora;8559,0;5,0;2024-03-10;Electrodomésticos
1219;Batidora;4937,0;9,0;2024-03-10;Electrodomésticos
1330;Plancha de vapor;2885,0;11,0;2024-03-10;Electrodomésticos
1742;Cafetera;9684,0;11,0;2024-03-10;Electrodomésticos
1751;Freidora eléctrica;7713,0;4,0;2024-03-10;Electrodomésticos
1860;Plancha de vapor;10260,0;12,0;2024-03-10;Electrodomésticos
2944;Auriculares;5517,0;4,0;2024-03-10;Electrónica
91;Lámpara de mesa;8987,0;12,0;2024-03-11;Decoración
615;Alfombra;6509,0;5,0;2024-03-11;Decoración
1240;Plancha de vapor;4078,0;12,0;2024-03-11;Electrodomésticos
1311;Freidora eléctrica;6153,0;11,0;2024-03-11;Electrodomésticos
1707;Horno eléctrico;5905,0;8,0;2024-03-11;Electrodomésticos
1934;Aspiradora;4294,0;2,0;2024-03-11;Electrodomésticos
2436;Laptop;4334,0;8,0;2024-03-11;Electrónica
693;Espejo decorativo;8504,0;9,0;2024-03-12;Decoración
849;Lámpara de mesa;4689,0;2,0;2024-03-12;Decoración
887;Elementos de cerámica;4155,0;3,0;2024-03-12;Decoración
1042;Heladera;12185,0;10,0;2024-03-12;Electrodomésticos
1248;Cafetera;3070,0;5,0;2024-03-12;Electrodomésticos
1305;Lavadora;11472,0;9,0;2024-03-12;Electrodomésticos
2282;Televisor;3180,0;10,0;2024-03-12;Electrónica
2519;Proyector;7615,0;11,0;2024-03-12;Electrónica
543;Espejo decorativo;7998,0;10,0;2024-03-13;Decoración
623;Espejo decorativo;7495,0;3,0;2024-03-13;Decoración
874;Jarrón decorativo;8088,0;12,0;2024-03-13;Decoración
1173;Microondas;7113,0;12,0;2024-03-13;Electrodomésticos
1260;Plancha de vapor;12204,0;1,0;2024-03-13;Electrodomésticos
1295;Lavadora;5377,0;7,0;2024-03-13;Electrodomésticos
1620;Plancha de vapor;7632,0;5,0;2024-03-13;Electrodomésticos
1892;Heladera;5845,0;1,0;2024-03-13;Electrodomésticos
1916;Secadora;11004,0;11,0;2024-03-13;Electrodomésticos
2393;Smartphone;11388,0;9,0;2024-03-13;Electrónica
2437;Cámara digital;8006,0;3,0;2024-03-13;Electrónica
2688;SmartWatch;11973,0;12,0;2024-03-13;Electrónica
2858;SmartWatch;8927,0;6,0;2024-03-13;Electrónica
820;Adorno de pared;3655,0;3,0;2024-03-14;Decoración
1303;Microondas;4090,0;9,0;2024-03-14;Electrodomésticos
1657;Horno eléctrico;10973,0;9,0;2024-03-14;Electrodomésticos
1772;Heladera;5694,0;2,0;2024-03-14;Electrodomésticos
1978;Cafetera;10466,0;11,0;2024-03-14;Electrodomésticos
2052;Televisor;6657,0;5,0;2024-03-14;Electrónica
2347;Cámara digital;11214,0;3,0;2024-03-14;Electrónica
2493;Smartphone;12482,0;5,0;2024-03-14;Electrónica
2748;SmartWatch;5393,0;7,0;2024-03-14;Electrónica
2882;Televisor;5681,0;9,0;2024-03-14;Electrónica
2981;Parlantes Bluetooth;8025,0;10,0;2024-03-14;Electrónica
517;Elementos de cerámica;9494,0;12,0;2024-03-15;Decoración
624;Jarrón decorativo;5139,0;10,0;2024-03-15;Decoración
772;Cuadro decorativo;7876,0;10,0;2024-03-15;Decoración
957;Elementos de cerámica;7527,0;4,0;2024-03-15;Decoración
1953;Microondas;11961,0;2,0;2024-03-15;Electrodomésticos
2082;Televisor;5566,0;3,0;2024-03-15;Electrónica
2170;Consola de videojuegos;12240,0;1,0;2024-03-15;Electrónica
2554;Auriculares;10007,0;11,0;2024-03-15;Electrónica
2647;Cámara digital;9034,0;1,0;2024-03-15;Electrónica
2835;Auriculares;4250,0;7,0;2024-03-15;Electrónica
2950;Consola de videojuegos;2914,0;10,0;2024-03-15;Electrónica
613;Espejo decorativo;7846,0;7,0;2024-03-16;Decoración
836;Cortinas;11579,0;1,0;2024-03-16;Decoración
919;Lámpara de mesa;5150,0;1,0;2024-03-16;Decoración
1099;Batidora;3973,0;11,0;2024-03-16;Electrodomésticos
1670;Plancha de vapor;10157,0;7,0;2024-03-16;Electrodomésticos
1995;Lavadora;3136,0;7,0;2024-03-16;Electrodomésticos
2018;SmartWatch;9978,0;1,0;2024-03-16;Electrónica
2030;Consola de videojuegos;10800,0;9,0;2024-03-16;Electrónica
2613;Smartphone;10563,0;6,0;2024-03-16;Electrónica
2749;Proyector;12050,0;4,0;2024-03-16;Electrónica
2809;Proyector;8906,0;1,0;2024-03-16;Electrónica
262;Cuadro decorativo;7089,0;11,0;2024-03-17;Decoración
449;Lámpara de mesa;2932,0;3,0;2024-03-17;Decoración
914;Jarrón decorativo;9811,0;2,0;2024-03-17;Decoración
1067;Horno eléctrico;11621,0;8,0;2024-03-17;Electrodomésticos
1164;Aspiradora;10232,0;2,0;2024-03-17;Electrodomésticos
1209;Batidora;11144,0;3,0;2024-03-17;Electrodomésticos
1545;Lavadora;3331,0;10,0;2024-03-17;Electrodomésticos
2444;Auriculares;7016,0;11,0;2024-03-17;Electrónica
2577;Cámara digital;4512,0;6,0;2024-03-17;Electrónica
2677;Cámara digital;9200,0;10,0;2024-03-17;Electrónica
188;Rincón de plantas;10162,0;9,0;2024-03-18;Decoración
407;Elementos de cerámica;9751,0;5,0;2024-03-18;Decoración
505;Alfombra;9621,0;11,0;2024-03-18;Decoración
872;Cuadro decorativo;5589,0;10,0;2024-03-18;Decoración
926;Cortinas;6398,0;11,0;2024-03-18;Decoración
1384;Aspiradora;8038,0;9,0;2024-03-18;Electrodomésticos
2035;Auriculares;7828,0;6,0;2024-03-18;Electrónica
2454;Auriculares;10108,0;10,0;2024-03-18;Electrónica
2496;Laptop;4016,0;3,0;2024-03-18;Electrónica
2763;Smartphone;10784,0;11,0;2024-03-18;Electrónica
314;Jarrón decorativo;10929,0;10,0;2024-03-19;Decoración
731;Lámpara de mesa;4005,0;2,0;2024-03-19;Decoración
961;Lámpara de mesa;10306,0;9,0;2024-03-19;Decoración
1073;Microondas;7286,0;10,0;2024-03-19;Electrodomésticos
1917;Horno eléctrico;8236,0;2,0;2024-03-19;Electrodomésticos
2037;Cámara digital;6866,0;12,0;2024-03-19;Electrónica
2047;Cámara digital;8545,0;3,0;2024-03-19;Electrónica
2157;Cámara digital;6562,0;8,0;2024-03-19;Electrónica
197;Elementos de cerámica;8917,0;4,0;2024-03-20;Decoración
206;Cortinas;7365,0;2,0;2024-03-20;Decoración
234;Jarrón decorativo;11240,0;9,0;2024-03-20;Decoración
746;Cortinas;6493,0;10,0;2024-03-20;Decoración
855;Alfombra;4879,0;11,0;2024-03-20;Decoración
950;Adorno de pared;11642,0;6,0;2024-03-20;Decoración
1581;Freidora eléctrica;8859,0;8,0;2024-03-20;Electrodomésticos
2001;Freidora eléctrica;4314,0;12,0;2024-03-20;Electrodomésticos
2112;Televisor;3489,0;12,0;2024-03-20;Electrónica
2530;Consola de videojuegos;5404,0;8,0;2024-03-20;Electrónica
195;Alfombra;11512,0;12,0;2024-03-21;Decoración
780;Adorno de pared;7913,0;7,0;2024-03-21;Decoración
1290;Plancha de vapor;7604,0;5,0;2024-03-21;Electrodomésticos
1537;Horno eléctrico;10351,0;7,0;2024-03-21;Electrodomésticos
1677;Horno eléctrico;11679,0;12,0;2024-03-21;Electrodomésticos
1831;Freidora eléctrica;8785,0;4,0;2024-03-21;Electrodomésticos
2200;Consola de videojuegos;4436,0;10,0;2024-03-21;Electrónica
2650;Consola de videojuegos;5077,0;10,0;2024-03-21;Electrónica
2691;Parlantes Bluetooth;3286,0;11,0;2024-03-21;Electrónica
2701;Parlantes Bluetooth;8865,0;9,0;2024-03-21;Electrónica
2946;Laptop;2765,0;11,0;2024-03-21;Electrónica
65;Alfombra;6314,0;2,0;2024-03-22;Decoración
270;Adorno de pared;9659,0;6,0;2024-03-22;Decoración
645;Alfombra;3617,0;1,0;2024-03-22;Decoración
1222;Heladera;10334,0;8,0;2024-03-22;Electrodomésticos
1921;Freidora eléctrica;12400,0;5,0;2024-03-22;Electrodomésticos
2059;Proyector;11666,0;12,0;2024-03-22;Electrónica
2100;Consola de videojuegos;9473,0;1,0;2024-03-22;Electrónica
2162;Televisor;4083,0;3,0;2024-03-22;Electrónica
2634;Auriculares;12463,0;10,0;2024-03-22;Electrónica
2813;Smartphone;11494,0;11,0;2024-03-22;Electrónica
1607;Horno eléctrico;5309,0;3,0;2024-03-23;Electrodomésticos
1690;Plancha de vapor;6828,0;9,0;2024-03-23;Electrodomésticos
2456;Laptop;6884,0;11,0;2024-03-23;Electrónica
210;Adorno de pared;7167,0;4,0;2024-03-24;Decoración
708;Rincón de plantas;6310,0;11,0;2024-03-24;Decoración
1502;Heladera;11252,0;4,0;2024-03-24;Electrodomésticos
1562;Heladera;3142,0;1,0;2024-03-24;Electrodomésticos
1904;Aspiradora;10292,0;5,0;2024-03-24;Electrodomésticos
2003;Smartphone;11880,0;2,0;2024-03-24;Electrónica
2399;Proyector;9670,0;3,0;2024-03-24;Electrónica
2420;Consola de videojuegos;7278,0;9,0;2024-03-24;Electrónica
2462;Televisor;4604,0;3,0;2024-03-24;Electrónica
2480;Consola de videojuegos;9621,0;11,0;2024-03-24;Electrónica
339;Lámpara de mesa;4260,0;1,0;2024-03-25;Decoración
595;Alfombra;8325,0;1,0;2024-03-25;Decoración
629;Lámpara de mesa;4030,0;2,0;2024-03-25;Decoración
652;Cuadro decorativo;10052,0;9,0;2024-03-25;Decoración
1093;Microondas;7138,0;1,0;2024-03-25;Electrodomésticos
1918;Cafetera;3933,0;10,0;2024-03-25;Electrodomésticos
2306;Laptop;8084,0;9,0;2024-03-25;Electrónica
2542;Televisor;6737,0;4,0;2024-03-25;Electrónica
594;Jarrón decorativo;11595,0;1,0;2024-03-26;Decoración
649;Lámpara de mesa;8361,0;1,0;2024-03-26;Decoración
1183;Microondas;4965,0;5,0;2024-03-26;Electrodomésticos
1648;Cafetera;6349,0;7,0;2024-03-26;Electrodomésticos
1705;Lavadora;8134,0;4,0;2024-03-26;Electrodomésticos
1874;Aspiradora;7877,0;1,0;2024-03-26;Electrodomésticos
2912;Televisor;4272,0;1,0;2024-03-26;Electrónica
132;Cuadro decorativo;5645,0;12,0;2024-03-27;Decoración
549;Lámpara de mesa;11613,0;8,0;2024-03-27;Decoración
598;Rincón de plantas;8259,0;8,0;2024-03-27;Decoración
939;Lámpara de mesa;4683,0;3,0;2024-03-27;Decoración
1251;Freidora eléctrica;11311,0;12,0;2024-03-27;Electrodomésticos
1785;Lavadora;4412,0;10,0;2024-03-27;Electrodomésticos
558;Rincón de plantas;9366,0;10,0;2024-03-28;Decoración
730;Adorno de pared;10390,0;8,0;2024-03-28;Decoración
1121;Freidora eléctrica;9031,0;6,0;2024-03-28;Electrodomésticos
1433;Microondas;6301,0;8,0;2024-03-28;Electrodomésticos
1565;Lavadora;3725,0;11,0;2024-03-28;Electrodomésticos
1873;Microondas;3218,0;7,0;2024-03-28;Electrodomésticos
2830;Consola de videojuegos;12372,0;3,0;2024-03-28;Electrónica
2272;Televisor;5597,0;7,0;2024-03-29;Electrónica
2585;Auriculares;4712,0;12,0;2024-03-29;Electrónica
2838;SmartWatch;11530,0;3,0;2024-03-29;Electrónica
2856;Laptop;12213,0;11,0;2024-03-29;Electrónica
749;Lámpara de mesa;4488,0;1,0;2024-03-30;Decoración
1800;Plancha de vapor;3315,0;2,0;2024-03-30;Electrodomésticos
1821;Freidora eléctrica;4433,0;10,0;2024-03-30;Electrodomésticos
2034;Auriculares;12046,0;8,0;2024-03-30;Electrónica
2044;Tablet;3584,0;11,0;2024-03-30;Electrónica
2286;Laptop;7174,0;8,0;2024-03-30;Electrónica
2683;Smartphone;11141,0;7,0;2024-03-30;Electrónica
2984;Tablet;7589,0;11,0;2024-03-30;Electrónica
46;Cortinas;9815,0;7,0;2024-03-31;Decoración
221;Lámpara de mesa;4181,0;9,0;2024-03-31;Decoración
251;Lámpara de mesa;3337,0;3,0;2024-03-31;Decoración
654;Jarrón decorativo;5353,0;7,0;2024-03-31;Decoración
904;Jarrón decorativo;4048,0;11,0;2024-03-31;Decoración
1201;Freidora eléctrica;9513,0;8,0;2024-03-31;Electrodomésticos
1261;Freidora eléctrica;8429,0;10,0;2024-03-31;Electrodomésticos
1633;Microondas;11289,0;1,0;2024-03-31;Electrodomésticos
1948;Cafetera;11678,0;6,0;2024-03-31;Electrodomésticos
2062;Televisor;10198,0;7,0;2024-03-31;Electrónica
2731;Parlantes Bluetooth;7795,0;6,0;2024-03-31;Electrónica
390;Adorno de pared;8752,0;8,0;2024-04-01;Decoración
522;Cuadro decorativo;2799,0;5,0;2024-04-01;Decoración
1322;Heladera;5858,0;4,0;2024-04-01;Electrodomésticos
2310;Consola de videojuegos;10241,0;5,0;2024-04-01;Electrónica
2383;Smartphone;10369,0;1,0;2024-04-01;Electrónica
2865;Auriculares;8929,0;2,0;2024-04-01;Electrónica
45;Alfombra;7291,0;1,0;2024-04-02;Decoración
893;Espejo decorativo;3464,0;12,0;2024-04-02;Decoración
1008;Cafetera;4240,0;10,0;2024-04-02;Electrodomésticos
1148;Cafetera;11021,0;4,0;2024-04-02;Electrodomésticos
1457;Horno eléctrico;2761,0;6,0;2024-04-02;Electrodomésticos
1588;Cafetera;5868,0;4,0;2024-04-02;Electrodomésticos
1866;Secadora;3942,0;9,0;2024-04-02;Electrodomésticos
1889;Batidora;12114,0;3,0;2024-04-02;Electrodomésticos
1983;Microondas;9624,0;4,0;2024-04-02;Electrodomésticos
226;Cortinas;2705,0;3,0;2024-04-03;Decoración
351;Lámpara de mesa;9822,0;4,0;2024-04-03;Decoración
479;Lámpara de mesa;3526,0;9,0;2024-04-03;Decoración
570;Adorno de pared;6418,0;7,0;2024-04-03;Decoración
643;Espejo decorativo;4351,0;1,0;2024-04-03;Decoración
679;Lámpara de mesa;3986,0;6,0;2024-04-03;Decoración
1188;Cafetera;9158,0;11,0;2024-04-03;Electrodomésticos
1480;Plancha de vapor;9908,0;11,0;2024-04-03;Electrodomésticos
1611;Freidora eléctrica;8246,0;4,0;2024-04-03;Electrodomésticos
1627;Horno eléctrico;4058,0;5,0;2024-04-03;Electrodomésticos
2028;SmartWatch;3884,0;7,0;2024-04-03;Electrónica
2281;Parlantes Bluetooth;7068,0;5,0;2024-04-03;Electrónica
2532;Televisor;8142,0;9,0;2024-04-03;Electrónica
172;Cuadro decorativo;8793,0;11,0;2024-04-04;Decoración
237;Elementos de cerámica;6112,0;9,0;2024-04-04;Decoración
340;Adorno de pared;4930,0;2,0;2024-04-04;Decoración
400;Adorno de pared;3310,0;1,0;2024-04-04;Decoración
841;Lámpara de mesa;8682,0;10,0;2024-04-04;Decoración
1287;Horno eléctrico;11605,0;11,0;2024-04-04;Electrodomésticos
1366;Secadora;3156,0;11,0;2024-04-04;Electrodomésticos
1878;Cafetera;6897,0;8,0;2024-04-04;Electrodomésticos
2124;Tablet;7439,0;7,0;2024-04-04;Electrónica
56;Cortinas;6624,0;5,0;2024-04-05;Decoración
421;Lámpara de mesa;11483,0;9,0;2024-04-05;Decoración
424;Jarrón decorativo;8794,0;2,0;2024-04-05;Decoración
1868;Cafetera;6223,0;1,0;2024-04-05;Electrodomésticos
2545;Auriculares;3281,0;11,0;2024-04-05;Electrónica
2778;SmartWatch;7066,0;7,0;2024-04-05;Electrónica
145;Alfombra;4172,0;8,0;2024-04-06;Decoración
300;Adorno de pared;6775,0;9,0;2024-04-06;Decoración
439;Lámpara de mesa;3543,0;2,0;2024-04-06;Decoración
906;Cortinas;8404,0;3,0;2024-04-06;Decoración
959;Lámpara de mesa;7632,0;7,0;2024-04-06;Decoración
1376;Secadora;6958,0;7,0;2024-04-06;Electrodomésticos
1776;Secadora;3355,0;3,0;2024-04-06;Electrodomésticos
1784;Aspiradora;11524,0;3,0;2024-04-06;Electrodomésticos
1974;Aspiradora;8732,0;7,0;2024-04-06;Electrodomésticos
2080;Consola de videojuegos;10069,0;7,0;2024-04-06;Electrónica
2108;SmartWatch;7937,0;10,0;2024-04-06;Electrónica
2169;Proyector;12034,0;1,0;2024-04-06;Electrónica
213;Espejo decorativo;4076,0;8,0;2024-04-07;Decoración
345;Alfombra;5678,0;9,0;2024-04-07;Decoración
398;Rincón de plantas;7730,0;7,0;2024-04-07;Decoración
509;Lámpara de mesa;7250,0;1,0;2024-04-07;Decoración
821;Lámpara de mesa;7117,0;10,0;2024-04-07;Decoración
1642;Heladera;8878,0;2,0;2024-04-07;Electrodomésticos
1956;Secadora;4259,0;12,0;2024-04-07;Electrodomésticos
2085;Auriculares;12256,0;6,0;2024-04-07;Electrónica
2096;Laptop;8325,0;6,0;2024-04-07;Electrónica
2356;Laptop;3016,0;6,0;2024-04-07;Electrónica
2373;Smartphone;12360,0;12,0;2024-04-07;Electrónica
204;Jarrón decorativo;9475,0;1,0;2024-04-08;Decoración
1381;Freidora eléctrica;3812,0;2,0;2024-04-08;Electrodomésticos
2365;Auriculares;9291,0;11,0;2024-04-08;Electrónica
2486;Laptop;12495,0;11,0;2024-04-08;Electrónica
2506;Laptop;3474,0;1,0;2024-04-08;Electrónica
2705;Auriculares;8729,0;2,0;2024-04-08;Electrónica
1225;Lavadora;8765,0;2,0;2024-04-09;Electrodomésticos
